日期,股票代码,名称,收盘价,最高价,最低价,开盘价,前收盘,涨跌额,涨跌幅,换手率,成交量,成交金额,总市值,流通市值
2018-08-30,'601619,嘉泽新能,5.2,5.36,5.18,5.25,5.24,-0.04,-0.7634,1.2794,6444933,33928525.0,10051600000.0,2619524377.6
2018-08-29,'601619,嘉泽新能,5.24,5.38,5.21,5.38,5.3,-0.06,-1.1321,1.0783,5432120,28600875.0,10128920000.0,2639674565.12
2018-08-28,'601619,嘉泽新能,5.3,5.44,5.26,5.35,5.36,-0.06,-1.1194,1.6216,8168966,43590563.0,10244900000.0,2669899846.4
2018-08-27,'601619,嘉泽新能,5.36,5.61,5.17,5.2,5.17,0.19,3.675,2.3188,11681100,62881433.0,10360880000.0,2700125127.68
2018-08-24,'601619,嘉泽新能,5.17,5.27,5.15,5.26,5.23,-0.06,-1.1472,1.1843,5965900,31047290.0,9993610000.0,2604411736.96
2018-08-23,'601619,嘉泽新能,5.23,5.28,5.16,5.21,5.18,0.05,0.9653,1.2896,6496301,33974577.0,10109590000.0,2634637018.24
2018-08-22,'601619,嘉泽新能,5.18,5.35,5.15,5.35,5.32,-0.14,-2.6316,1.3981,7043100,37042515.0,10012940000.0,2609449283.84
2018-08-21,'601619,嘉泽新能,5.32,5.38,5.2,5.28,5.29,0.03,0.5671,1.4004,7054351,37409178.0,10283560000.0,2679974940.16
2018-08-20,'601619,嘉泽新能,5.29,5.48,5.07,5.4,5.34,-0.05,-0.9363,2.0983,10570485,55753850.0,10225570000.0,2664862299.52
2018-08-17,'601619,嘉泽新能,5.34,5.76,5.33,5.62,5.61,-0.27,-4.8128,1.454,7324499,40511515.0,10322220000.0,2690050033.92
2018-08-16,'601619,嘉泽新能,5.61,5.89,5.6,5.8,5.86,-0.25,-4.2662,1.6793,8459317,48418955.0,10844130000.0,2826063799.68
2018-08-15,'601619,嘉泽新能,5.86,6.09,5.83,6.05,6.15,-0.29,-4.7154,2.0795,10475700,62316819.0,11327380000.0,2952002471.68
2018-08-14,'601619,嘉泽新能,6.15,6.28,6.12,6.15,6.09,0.06,0.9852,2.135,10755042,66513268.0,11887950000.0,3098091331.2
2018-08-13,'601619,嘉泽新能,6.09,6.24,5.91,6.0,5.98,0.11,1.8395,2.2608,11388734,68960800.0,11771970000.0,3067866049.92
2018-08-10,'601619,嘉泽新能,5.98,6.03,5.8,5.89,6.0,-0.02,-0.3333,4.0331,7812691,46519238.0,11559340000.0,1158399799.18
2018-08-09,'601619,嘉泽新能,6.0,6.09,5.77,5.92,5.98,0.02,0.3344,5.2291,10129382,60399526.0,11598000000.0,1162274046.0
2018-08-08,'601619,嘉泽新能,5.98,6.23,5.97,6.23,6.3,-0.32,-5.0794,4.9907,9667616,58652787.0,11559340000.0,1158399799.18
2018-08-07,'601619,嘉泽新能,6.3,6.5,5.93,6.39,6.49,-0.19,-2.9276,8.5619,16585514,101764531.0,12177900000.0,1220387748.3
2018-08-06,'601619,嘉泽新能,6.49,6.75,6.44,6.66,6.64,-0.15,-2.259,2.9858,5783817,38168839.0,12545170000.0,1257193093.09
2018-08-03,'601619,嘉泽新能,6.64,6.78,6.6,6.6,6.69,-0.05,-0.7474,2.9954,5802387,38821725.0,12835120000.0,1286249944.24
2018-08-02,'601619,XD嘉泽新,6.69,7.08,6.51,7.08,7.06,-0.37,-5.2408,5.3754,10412726,69524264.0,12931770000.0,1295935561.29
2018-08-01,'601619,嘉泽新能,7.09,7.29,7.0,7.01,7.24,-0.15,-2.0718,5.2571,10183675,72357423.0,13704970000.0,1373420497.69
2018-07-31,'601619,嘉泽新能,7.24,7.5,7.07,7.1,7.1,0.14,1.9718,6.5732,12733036,93147794.0,13994920000.0,1402477348.84
