日期,股票代码,名称,收盘价,最高价,最低价,开盘价,前收盘,涨跌额,涨跌幅,换手率,成交量,成交金额,总市值,流通市值
2019-04-10,'601975,长航油运,4.9,5.49,4.7,5.06,5.13,-0.23,-4.4834,30.0239,570018877,2915821340.0,24614660117.6,9302904589.3
2019-04-09,'601975,长航油运,5.13,5.13,4.53,4.53,4.66,0.47,10.0858,16.0319,304373205,1479117318.0,25770042123.1,9739571539.41
2019-04-08,'601975,长航油运,4.66,5.1,4.4,4.92,4.66,0.0,0.0,29.8056,565875653,2697970226.0,23409044111.8,8847252119.62
2019-04-04,'601975,长航油运,4.66,4.66,4.66,4.66,4.24,0.42,9.9057,1.1299,21451796,99965369.0,23409044111.8,8847252119.62
2019-04-03,'601975,长航油运,4.24,4.24,4.08,4.23,3.85,0.39,10.1299,6.2889,119397764,502448559.0,21299216101.8,8049860297.68
2019-04-02,'601975,长航油运,3.85,3.85,3.66,3.8,3.5,0.35,10.0,6.541,124184337,469524710.0,19340090092.4,7309425034.45
2019-04-01,'601975,长航油运,3.5,3.5,3.03,3.16,3.18,0.32,10.0629,9.4205,178853686,586026938.0,17581900084.0,6644931849.5
2019-03-29,'601975,长航油运,3.18,3.54,3.0,3.3,3.27,-0.09,-2.7523,14.9272,283400885,928820894.0,15974412076.3,6037395223.26
2019-03-28,'601975,ST长油,0.0,0.0,0.0,0.0,3.27,None,None,0.0,0,0.0,16426518078.5,6208264899.39
2019-03-27,'601975,ST长油,3.27,3.49,3.27,3.43,3.44,-0.17,-4.9419,6.9716,132359566,441867475.0,16426518078.5,6208264899.39
2019-03-26,'601975,ST长油,3.44,3.58,3.31,3.47,3.44,0.0,0.0,7.9118,150209167,519915859.0,17280496082.6,6531018732.08
2019-03-25,'601975,ST长油,3.44,3.47,3.22,3.25,3.3,0.14,4.2424,7.2658,137944545,469150788.0,17280496082.6,6531018732.08
2019-03-22,'601975,ST长油,3.3,3.3,3.11,3.15,3.14,0.16,5.0955,6.7209,127599531,412046313.0,16577220079.2,6265221458.1
2019-03-21,'601975,ST长油,3.14,3.17,3.03,3.09,3.06,0.08,2.6144,5.7824,109782183,337996494.0,15773476075.4,5961453144.98
2019-03-20,'601975,ST长油,3.06,3.24,3.02,3.03,3.1,-0.04,-1.2903,7.562,143568373,449813387.0,15371604073.4,5809568988.42
2019-03-19,'601975,ST长油,3.1,3.1,2.91,2.99,2.95,0.15,5.0847,5.5715,105776959,320096454.0,15572540074.4,5885511066.7
2019-03-18,'601975,ST长油,2.95,2.97,2.89,2.93,2.88,0.07,2.4306,3.8545,73179322,214215592.0,14819030070.8,5600728273.15
2019-03-15,'601975,ST长油,2.88,2.88,2.76,2.85,2.85,0.03,1.0526,4.5965,87267353,246563338.0,14467392069.1,5467829636.16
2019-03-14,'601975,ST长油,2.85,3.04,2.85,2.93,3.0,-0.15,-5.0,6.8687,130406224,379085850.0,14316690068.4,5410873077.45
2019-03-13,'601975,ST长油,3.0,3.01,2.86,2.9,2.87,0.13,4.5296,8.2777,157156379,464803829.0,15070200072.0,5695655871.0
2019-03-12,'601975,ST长油,2.87,2.87,2.77,2.78,2.73,0.14,5.1282,8.099,153763892,436182480.0,14417158068.9,5448844116.59
2019-03-11,'601975,ST长油,2.73,2.91,2.64,2.91,2.77,-0.04,-1.444,10.1302,192327916,532575681.0,13713882065.5,5183046842.61
2019-03-08,'601975,ST长油,2.77,2.77,2.77,2.77,2.64,0.13,4.9242,0.764,14504067,40176266.0,13914818066.5,5258988920.89
2019-03-07,'601975,ST长油,2.64,2.64,2.57,2.6,2.51,0.13,5.1793,1.9931,37839867,98911289.0,13261776063.4,5012177166.48
2019-03-06,'601975,ST长油,2.51,2.51,2.38,2.39,2.39,0.12,5.0209,5.7616,109386522,271024458.0,12608734060.2,4765365412.07
2019-03-05,'601975,ST长油,2.39,2.39,2.36,2.37,2.39,0.0,0.0,3.7071,70380330,167316751.0,12005926057.4,4537539177.23
