ÈÕÆÚ,¹ÉÆ±´úÂë,Ãû³Æ,ÊÕÅÌ¼Û,×î¸ß¼Û,×îµÍ¼Û,¿ªÅÌ¼Û,Ç°ÊÕÅÌ,ÕÇµø¶î,ÕÇµø·ù,»»ÊÖÂÊ,³É½»Á¿,³É½»½ð¶î,×ÜÊÐÖµ,Á÷Í¨ÊÐÖµ
2019-04-10,'300681,Ó¢²«¶û,35.96,36.77,35.72,36.77,36.74,-0.78,-2.123,5.1961,982068,35421775.56,2718576000.0,679644000.0
2019-04-09,'300681,Ó¢²«¶û,36.74,36.95,36.4,36.41,36.55,0.19,0.5198,4.1699,788118,28901240.32,2777544000.0,694386000.0
2019-04-08,'300681,Ó¢²«¶û,36.55,37.2,36.34,36.67,36.48,0.07,0.1919,5.6682,1071285,39304471.33,2763180000.0,690795000.0
2019-04-04,'300681,Ó¢²«¶û,36.48,37.2,36.13,37.07,36.75,-0.27,-0.7347,5.4832,1036316,37964122.44,2757888000.0,689472000.0
2019-04-03,'300681,Ó¢²«¶û,36.75,37.03,36.52,36.97,36.82,-0.07,-0.1901,5.8444,1104583,40534074.69,2778300000.0,694575000.0
2019-04-02,'300681,Ó¢²«¶û,36.82,37.67,36.63,37.6,37.67,-0.85,-2.2564,9.0758,1715325,63420373.66,2783592000.0,695898000.0
2019-04-01,'300681,Ó¢²«¶û,37.67,38.18,35.18,37.06,37.62,0.05,0.1329,15.9127,3007502,110144594.47,2847852000.0,711963000.0
2019-03-29,'300681,Ó¢²«¶û,37.62,37.99,36.9,37.99,37.47,0.15,0.4003,7.3757,1394000,52167367.15,2844072000.0,711018000.0
2019-03-28,'300681,Ó¢²«¶û,37.47,38.16,36.94,36.94,37.32,0.15,0.4019,5.0016,945304,35529373.48,2832732000.0,708183000.0
2019-03-27,'300681,Ó¢²«¶û,37.32,38.5,36.5,38.0,38.21,-0.89,-2.3292,7.1844,1357854,50511669.66,2821392000.0,705348000.0
2019-03-26,'300681,Ó¢²«¶û,38.21,39.8,37.85,39.04,39.05,-0.84,-2.1511,6.3048,1191615,46070814.9,2888676000.0,722169000.0
2019-03-25,'300681,Ó¢²«¶û,39.05,39.81,37.5,37.64,38.14,0.91,2.3859,14.4332,2727873,106293478.46,2952180000.0,738045000.0
2019-03-22,'300681,Ó¢²«¶û,38.14,38.77,37.35,38.75,38.77,-0.63,-1.625,8.8225,1667445,63489176.7,2883384000.0,720846000.0
2019-03-21,'300681,Ó¢²«¶û,38.77,39.93,36.18,36.25,36.3,2.47,6.8044,18.2083,3441373,131212371.3,2931012000.0,732753000.0
2019-03-20,'300681,Ó¢²«¶û,36.3,36.99,35.91,36.77,36.77,-0.47,-1.2782,4.694,887158,32321273.33,2744280000.0,686070000.0
2019-03-19,'300681,Ó¢²«¶û,36.77,36.77,36.3,36.49,36.55,0.22,0.6019,6.9198,1307850,47777489.09,2779812000.0,694953000.0
2019-03-18,'300681,Ó¢²«¶û,36.55,36.75,35.6,36.25,36.2,0.35,0.9669,8.1331,1537152,55592026.02,2763180000.0,690795000.0
2019-03-15,'300681,Ó¢²«¶û,36.2,36.2,35.15,35.65,35.2,1.0,2.8409,3.5803,676683,24088390.2,2736720000.0,684180000.0
2019-03-14,'300681,Ó¢²«¶û,35.2,36.4,34.86,36.0,35.88,-0.68,-1.8952,4.8845,923166,32917984.92,2661120000.0,665280000.0
2019-03-13,'300681,Ó¢²«¶û,35.88,37.23,35.6,37.04,36.85,-0.97,-2.6323,4.7481,897383,32798575.47,2712528000.0,678132000.0
2019-03-12,'300681,Ó¢²«¶û,36.85,37.36,36.19,37.07,36.56,0.29,0.7932,5.7329,1083516,39935711.32,2785860000.0,696465000.0
2019-03-11,'300681,Ó¢²«¶û,36.56,36.57,35.27,35.33,34.86,1.7,4.8766,5.1008,964050,34644501.5,2763936000.0,690984000.0
2019-03-08,'300681,Ó¢²«¶û,34.86,36.69,34.67,36.6,37.22,-2.36,-6.3407,8.1836,1546700,55493537.38,2635416000.0,658854000.0
2019-03-07,'300681,Ó¢²«¶û,37.22,37.49,36.48,36.63,36.5,0.72,1.9726,7.8966,1492450,55321039.0,2813832000.0,703458000.0
2019-03-06,'300681,Ó¢²«¶û,36.5,36.79,35.52,35.9,35.9,0.6,1.6713,8.5008,1606650,58133546.5,2759400000.0,689850000.0
2019-03-05,'300681,Ó¢²«¶û,35.9,35.91,35.17,35.5,35.56,0.34,0.9561,6.227,1176895,41883008.2,2714040000.0,678510000.0
2019-03-04,'300681,Ó¢²«¶û,35.56,36.23,35.19,35.22,35.04,0.52,1.484,6.7344,1272800,45178743.0,2688336000.0,672084000.0
2019-03-01,'300681,Ó¢²«¶û,35.04,35.4,34.71,35.3,35.03,0.01,0.0285,3.0915,584300,20422099.0,2649024000.0,662256000.0
2019-02-28,'300681,Ó¢²«¶û,35.03,35.3,34.65,34.88,34.92,0.11,0.315,3.5932,679116,23791757.12,2648268000.0,662067000.0
2019-02-27,'300681,Ó¢²«¶û,34.92,35.8,34.6,35.45,35.1,-0.18,-0.5128,5.5296,1045103,36895594.31,2639952000.0,659988000.0
2019-02-26,'300681,Ó¢²«¶û,35.1,36.13,34.33,34.54,34.82,0.28,0.8041,10.5729,1998275,70386021.01,2653560000.0,663390000.0
