»’∆⁄,π…∆±¥˙¬Î,√˚≥∆, ’≈Ãº€,◊Ó∏ﬂº€,◊ÓµÕº€,ø™≈Ãº€,«∞ ’≈Ã,’«µ¯∂Ó,’«µ¯∑˘,ªª ÷¬ ,≥…Ωª¡ø,≥…ΩªΩ∂Ó,◊‹ –÷µ,¡˜Õ® –÷µ
2019-04-10,'002832,±»“Ù¿’∑“,49.54,49.79,47.5,47.99,48.39,1.15,2.3765,0.7883,679059,32903054.95,8983534060.0,4267326060.0
2019-04-09,'002832,±»“Ù¿’∑“,48.39,48.87,47.18,48.01,48.35,0.04,0.0827,0.7002,603168,29041571.32,8774994210.0,4168266210.0
2019-04-08,'002832,±»“Ù¿’∑“,48.35,49.5,47.06,47.94,48.35,0.0,0.0,1.7043,1468027,70667260.26,8767740650.0,4164820650.0
2019-04-04,'002832,±»“Ù¿’∑“,48.35,49.5,47.06,49.33,49.7,-1.35,-2.7163,2.3202,1998627,96216543.0,8767740650.0,4164820650.0
2019-04-03,'002832,±»“Ù¿’∑“,49.7,50.99,48.4,50.0,47.43,2.27,4.786,4.3087,3711453,182442760.88,9012548300.0,4281108300.0
2019-04-02,'002832,±»“Ù¿’∑“,47.43,47.48,44.81,46.25,45.72,1.71,3.7402,1.4763,1271667,59026624.72,8600908770.0,4085572770.0
2019-04-01,'002832,±»“Ù¿’∑“,45.72,46.58,44.3,44.7,44.7,1.02,2.2819,1.5599,1343645,61746360.47,8290819080.0,3938275080.0
2019-03-29,'002832,±»“Ù¿’∑“,44.7,45.0,42.12,42.9,42.65,2.05,4.8066,1.143,984610,43219555.12,8105853300.0,3850413300.0
2019-03-28,'002832,±»“Ù¿’∑“,42.65,44.0,42.59,44.0,43.3,-0.65,-1.5012,0.5749,495180,21259326.3,7734108350.0,3673828350.0
2019-03-27,'002832,±»“Ù¿’∑“,43.3,43.39,42.03,43.01,42.1,1.2,2.8504,0.8478,730260,31162954.9,7851978700.0,3729818700.0
2019-03-26,'002832,±»“Ù¿’∑“,42.1,43.4,42.0,42.49,42.09,0.01,0.0238,0.8618,742353,31771530.2,7634371900.0,3626451900.0
2019-03-25,'002832,±»“Ù¿’∑“,42.09,42.98,41.45,41.5,42.4,-0.31,-0.7311,0.8589,739821,31220632.62,7632558510.0,3625590510.0
2019-03-22,'002832,±»“Ù¿’∑“,42.4,42.58,40.72,42.0,41.2,1.2,2.9126,0.8304,715302,29861030.07,7688773600.0,3652293600.0
2019-03-21,'002832,±»“Ù¿’∑“,41.2,42.16,40.62,42.16,42.15,-0.95,-2.2539,1.0059,866451,35782297.41,7471166800.0,3548926800.0
2019-03-20,'002832,±»“Ù¿’∑“,42.15,42.98,41.61,42.39,42.77,-0.62,-1.4496,0.7879,678670,28602511.85,7643438850.0,3630758850.0
2019-03-19,'002832,±»“Ù¿’∑“,42.77,43.88,42.11,42.11,41.69,1.08,2.5905,1.5864,1366472,58770227.24,7755869030.0,3684165030.0
