»’∆⁄,π…∆±¥˙¬Î,√˚≥∆, ’≈Ãº€,◊Ó∏ﬂº€,◊ÓµÕº€,ø™≈Ãº€,«∞ ’≈Ã,’«µ¯∂Ó,’«µ¯∑˘,ªª ÷¬ ,≥…Ωª¡ø,≥…ΩªΩ∂Ó,◊‹ –÷µ,¡˜Õ® –÷µ
2019-04-10,'603896, Ÿœ…π»,41.98,43.33,41.81,42.0,43.27,-1.29,-2.9813,6.9846,4264575,181025910.0,6017186508.0,2563151870.0
2019-04-09,'603896, Ÿœ…π»,43.27,45.57,42.81,45.39,45.07,-1.8,-3.9938,9.1355,5577799,243031625.0,6202088142.0,2641914755.0
2019-04-08,'603896, Ÿœ…π»,45.07,45.45,42.03,42.28,42.09,2.98,7.0801,12.2924,7505333,327683892.0,6460090422.0,2751816455.0
2019-04-04,'603896, Ÿœ…π»,42.09,43.37,41.76,42.1,41.55,0.54,1.2996,7.7546,4734684,201715942.0,6032953314.0,2569868085.0
2019-04-03,'603896, Ÿœ…π»,41.55,42.0,40.77,42.0,42.52,-0.97,-2.2813,7.8813,4812037,199221010.0,5955552630.0,2536897575.0
2019-04-02,'603896, Ÿœ…π»,42.52,44.05,41.8,42.85,42.82,-0.3,-0.7006,10.2433,6254217,268557240.0,6094587192.0,2596122380.0
2019-04-01,'603896, Ÿœ…π»,42.82,44.0,41.55,42.49,41.96,0.86,2.0496,10.9883,6709101,286583203.0,6137587572.0,2614439330.0
2019-03-29,'603896, Ÿœ…π»,41.96,43.49,40.42,42.3,44.91,-2.95,-6.5687,16.5654,10114244,419374850.0,6014319816.0,2561930740.0
2019-03-28,'603896, Ÿœ…π»,44.91,47.58,44.91,47.45,49.9,-4.99,-10.0,11.7466,7172086,328448929.0,6437156886.0,2742047415.0
2019-03-27,'603896, Ÿœ…π»,49.9,50.52,43.35,43.5,46.03,3.87,8.4076,23.7641,14509541,687102183.0,7152396540.0,3046719350.0
2019-03-26,'603896, Ÿœ…π»,46.03,52.65,44.44,52.65,47.86,-1.83,-3.8237,23.2027,14166746,700715061.0,6597691638.0,2810430695.0
2019-03-25,'603896, Ÿœ…π»,47.86,49.5,46.06,46.56,47.68,0.18,0.3775,6.1503,3755170,180170194.0,6859993956.0,2922164090.0
2019-03-22,'603896, Ÿœ…π»,47.68,48.78,43.68,44.84,44.92,2.76,6.1443,8.6531,5283295,242912070.0,6834193728.0,2911173920.0
2019-03-21,'603896, Ÿœ…π»,44.92,45.3,41.4,41.4,41.25,3.67,8.897,5.11,3119992,137046982.0,6438590232.0,2742657980.0
2019-03-20,'603896, Ÿœ…π»,41.25,41.61,40.51,41.5,41.48,-0.23,-0.5545,2.1022,1283500,52725445.0,5912552250.0,2518580625.0
2019-03-19,'603896, Ÿœ…π»,41.48,41.81,39.06,39.21,39.35,2.13,5.413,5.0602,3089572,125138098.0,5945519208.0,2532623620.0
2019-03-18,'603896, Ÿœ…π»,39.35,39.58,36.31,36.56,36.57,2.78,7.6019,6.4554,3941466,151958772.0,5640216510.0,2402573275.0
2019-03-15,'603896, Ÿœ…π»,36.57,37.28,36.0,36.6,36.58,-0.01,-0.0273,2.6554,1621300,59411368.0,5241746322.0,2232836205.0
2019-03-14,'603896, Ÿœ…π»,36.58,37.06,35.1,36.96,37.0,-0.42,-1.1351,2.9705,1813700,65372608.0,5243179668.0,2233446770.0
2019-03-13,'603896, Ÿœ…π»,37.0,37.8,36.26,37.8,37.82,-0.82,-2.1682,3.3902,2069966,76796232.0,5303380200.0,2259090500.0
2019-03-12,'603896, Ÿœ…π»,37.82,38.22,37.15,37.75,37.84,-0.02,-0.0529,3.8272,2336775,87683813.0,5420914572.0,2309156830.0
2019-03-11,'603896, Ÿœ…π»,37.84,38.15,36.3,36.54,35.81,2.03,5.6688,4.1102,2509574,94000642.0,5423781264.0,2310377960.0
2019-03-08,'603896, Ÿœ…π»,35.81,38.36,34.64,35.0,35.57,0.24,0.6747,5.4914,3352845,122967646.0,5132812026.0,2186433265.0
2019-03-07,'603896, Ÿœ…π»,35.57,36.2,34.88,35.29,35.45,0.12,0.3385,3.8916,2376100,84822877.0,5098411722.0,2171779705.0
2019-03-06,'603896, Ÿœ…π»,35.45,36.4,34.91,35.48,35.66,-0.21,-0.5889,3.3256,2030470,71953482.0,5081211570.0,2164452925.0
2019-03-05,'603896, Ÿœ…π»,35.66,35.98,34.63,34.63,34.98,0.68,1.944,2.8394,1733611,61587716.0,5111311836.0,2177274790.0
2019-03-04,'603896, Ÿœ…π»,34.98,35.8,34.61,35.3,35.24,-0.26,-0.7378,3.6308,2216864,78170198.0,5013844308.0,2135756370.0
2019-03-01,'603896, Ÿœ…π»,35.24,35.7,34.28,34.3,34.25,0.99,2.8905,3.8188,2331639,82069170.0,5051111304.0,2151631060.0
2019-02-28,'603896, Ÿœ…π»,34.25,34.81,33.55,33.89,33.9,0.35,1.0324,2.6501,1618067,55575776.0,4909210050.0,2091185125.0
2019-02-27,'603896, Ÿœ…π»,33.9,35.0,33.45,34.54,34.95,-1.05,-3.0043,4.8776,2978121,102019081.0,4859042940.0,2069815350.0
