»’∆⁄,π…∆±¥˙¬Î,√˚≥∆, ’≈Ãº€,◊Ó∏ﬂº€,◊ÓµÕº€,ø™≈Ãº€,«∞ ’≈Ã,’«µ¯∂Ó,’«µ¯∑˘,ªª ÷¬ ,≥…Ωª¡ø,≥…ΩªΩ∂Ó,◊‹ –÷µ,¡˜Õ® –÷µ
2019-04-10,'002788,ÿ—‡“Ω“©,16.6,16.9,16.05,16.11,16.15,0.45,2.7864,3.5169,6761442,112334470.3,3191403120.0,3191403120.0
2019-04-09,'002788,ÿ—‡“Ω“©,16.15,16.25,15.91,16.15,16.16,-0.01,-0.0619,1.521,2924094,47108942.09,3104889180.0,3104889180.0
2019-04-08,'002788,ÿ—‡“Ω“©,16.16,16.32,15.76,16.3,16.13,0.03,0.186,2.4171,4646917,74724662.74,3106811712.0,3106811712.0
2019-04-04,'002788,ÿ—‡“Ω“©,16.13,16.42,15.96,16.26,16.21,-0.08,-0.4935,2.4337,4678892,75785860.74,3101044116.0,3101044116.0
2019-04-03,'002788,ÿ—‡“Ω“©,16.21,16.32,15.71,15.95,15.97,0.24,1.5028,2.2257,4279043,69214578.9,3116424372.0,3116424372.0
2019-04-02,'002788,ÿ—‡“Ω“©,15.97,16.32,15.84,15.92,15.84,0.13,0.8207,2.5349,4873438,78285732.24,3070283604.0,3070283604.0
2019-04-01,'002788,ÿ—‡“Ω“©,15.84,15.92,15.3,15.3,15.23,0.61,4.0053,2.6191,5035372,78964542.96,3045290688.0,3045290688.0
2019-03-29,'002788,ÿ—‡“Ω“©,15.23,15.27,14.66,14.72,14.85,0.38,2.5589,2.1736,4178750,62545094.94,2928016236.0,2928016236.0
2019-03-28,'002788,ÿ—‡“Ω“©,14.85,15.37,14.85,15.37,15.61,-0.76,-4.8687,2.5529,4908086,74114677.68,2854960020.0,2854960020.0
2019-03-27,'002788,ÿ—‡“Ω“©,15.61,15.76,15.18,15.36,15.25,0.36,2.3607,2.3265,4472706,69049975.9,3001072452.0,3001072452.0
2019-03-26,'002788,ÿ—‡“Ω“©,15.25,16.2,15.21,16.13,16.02,-0.77,-4.8065,2.8077,5397880,84679370.3,2931861300.0,2931861300.0
2019-03-25,'002788,ÿ—‡“Ω“©,16.02,16.77,15.91,16.1,16.5,-0.48,-2.9091,4.7121,9059254,146999637.92,3079896264.0,3079896264.0
2019-03-22,'002788,ÿ—‡“Ω“©,16.5,16.81,15.33,15.41,15.43,1.07,6.9345,5.1576,9915695,158504421.03,3172177800.0,3172177800.0
2019-03-21,'002788,ÿ—‡“Ω“©,15.43,15.64,15.28,15.33,15.32,0.11,0.718,1.9404,3730433,57719966.36,2966466876.0,2966466876.0
2019-03-20,'002788,ÿ—‡“Ω“©,15.32,15.41,15.01,15.41,15.41,-0.09,-0.584,1.5787,3035065,46199641.61,2945319024.0,2945319024.0
2019-03-19,'002788,ÿ—‡“Ω“©,15.41,15.65,15.26,15.29,15.32,0.09,0.5875,1.9671,3781843,58351373.69,2962621812.0,2962621812.0
2019-03-18,'002788,ÿ—‡“Ω“©,15.32,15.42,14.79,14.8,14.81,0.51,3.4436,2.1155,4067093,61555517.47,2945319024.0,2945319024.0
2019-03-15,'002788,ÿ—‡“Ω“©,14.81,14.98,14.59,14.81,14.7,0.11,0.7483,1.7246,3315620,49113215.69,2847269892.0,2847269892.0
2019-03-14,'002788,ÿ—‡“Ω“©,14.7,15.14,14.53,15.02,15.09,-0.39,-2.5845,2.3337,4486590,66241003.25,2826122040.0,2826122040.0
2019-03-13,'002788,ÿ—‡“Ω“©,15.09,15.62,14.86,15.62,15.51,-0.42,-2.7079,3.1779,6109697,93078340.68,2901100788.0,2901100788.0
2019-03-12,'002788,ÿ—‡“Ω“©,15.51,15.74,15.2,15.26,15.23,0.28,1.8385,2.5319,4867650,75210565.43,2981847132.0,2981847132.0
2019-03-11,'002788,ÿ—‡“Ω“©,15.23,15.23,14.65,14.65,14.5,0.73,5.0345,2.313,4446851,66615972.4,2928016236.0,2928016236.0
2019-03-08,'002788,ÿ—‡“Ω“©,14.5,15.36,14.5,15.18,15.34,-0.84,-5.4759,3.0518,5867153,87776321.38,2787671400.0,2787671400.0
2019-03-07,'002788,ÿ—‡“Ω“©,15.34,15.57,15.18,15.28,15.33,0.01,0.0652,2.3662,4549120,69902613.21,2949164088.0,2949164088.0
2019-03-06,'002788,ÿ—‡“Ω“©,15.33,15.36,14.85,15.0,14.94,0.39,2.6104,2.532,4867785,73680161.7,2947241556.0,2947241556.0
2019-03-05,'002788,ÿ—‡“Ω“©,14.94,14.96,14.51,14.66,14.66,0.28,1.91,2.2131,4254846,62825526.16,2872262808.0,2872262808.0
2019-03-04,'002788,ÿ—‡“Ω“©,14.66,14.92,14.54,14.55,14.51,0.15,1.0338,2.3131,4447052,65401235.56,2818431912.0,2818431912.0
2019-03-01,'002788,ÿ—‡“Ω“©,14.51,14.84,14.24,14.63,14.61,-0.1,-0.6845,1.6478,3167986,45961354.3,2789593932.0,2789593932.0
2019-02-28,'002788,ÿ—‡“Ω“©,14.61,14.77,14.36,14.36,14.36,0.25,1.7409,1.5645,3007872,43881905.08,2808819252.0,2808819252.0
2019-02-27,'002788,ÿ—‡“Ω“©,14.36,14.66,14.23,14.5,14.55,-0.19,-1.3058,1.5804,3038329,43847739.11,2760755952.0,2760755952.0
2019-02-26,'002788,ÿ—‡“Ω“©,14.55,14.87,14.14,14.35,14.38,0.17,1.1822,2.362,4540926,66193354.15,2797284060.0,2797284060.0
2019-02-25,'002788,ÿ—‡“Ω“©,14.38,14.44,13.87,13.98,13.83,0.55,3.9769,2.3173,4455119,63107376.44,2764601016.0,2764601016.0
2019-02-22,'002788,ÿ—‡“Ω“©,13.83,13.86,13.66,13.8,13.62,0.21,1.5419,1.1038,2122152,29232512.76,2658861756.0,2658861756.0
2019-02-21,'002788,ÿ—‡“Ω“©,13.62,13.95,13.58,13.75,13.82,-0.2,-1.4472,1.1406,2192931,30287279.62,2618488584.0,2618488584.0
2019-02-20,'002788,ÿ—‡“Ω“©,13.82,13.98,13.67,13.7,13.79,0.03,0.2175,0.9357,1798936,24910719.3,2656939224.0,2656939224.0
2019-02-19,'002788,ÿ—‡“Ω“©,13.79,13.94,13.61,13.88,13.86,-0.07,-0.5051,1.3794,2651950,36589227.18,2651171628.0,2651171628.0
2019-02-18,'002788,ÿ—‡“Ω“©,13.86,13.87,13.4,13.45,13.3,0.56,4.2105,1.6356,3144454,43226703.12,2664629352.0,2664629352.0
2019-02-15,'002788,ÿ—‡“Ω“©,13.3,13.6,13.0,13.25,13.37,-0.07,-0.5236,2.2016,2444432,32795962.5,2556967560.0,1476675060.0
2019-02-14,'002788,ÿ—‡“Ω“©,13.37,13.42,13.03,13.12,13.15,0.22,1.673,2.7812,3087915,40951150.88,2570425284.0,1484447034.0
2019-02-13,'002788,ÿ—‡“Ω“©,13.15,13.48,12.95,13.22,12.73,0.42,3.2993,3.6155,4014200,52809984.8,2528129580.0,1460020830.0
2019-02-12,'002788,ÿ—‡“Ω“©,12.73,12.77,12.26,12.29,12.35,0.38,3.0769,1.8356,2038058,25747955.14,2447383236.0,1413388986.0
2019-02-11,'002788,ÿ—‡“Ω“©,12.35,12.38,12.04,12.15,12.14,0.21,1.7298,0.9791,1087084,13324819.74,2374327020.0,1371198270.0
2019-02-01,'002788,ÿ—‡“Ω“©,12.14,12.18,11.89,11.95,11.89,0.25,2.1026,0.9091,1009365,12159582.01,2333953848.0,1347882348.0
2019-01-31,'002788,ÿ—‡“Ω“©,11.89,12.11,11.81,12.0,12.0,-0.11,-0.9167,1.1299,1254560,14974127.24,2285890548.0,1320125298.0
2019-01-30,'002788,ÿ—‡“Ω“©,12.0,12.19,11.96,12.14,12.21,-0.21,-1.7199,1.0878,1207750,14589855.5,2307038400.0,1332338400.0
2019-01-29,'002788,ÿ—‡“Ω“©,12.21,12.68,12.04,12.53,12.63,-0.42,-3.3254,1.489,1653258,20247426.54,2347411572.0,1355654322.0
2019-01-28,'002788,ÿ—‡“Ω“©,12.63,13.25,12.61,13.19,13.15,-0.52,-3.9544,1.7416,1933698,24866375.31,2428157916.0,1402286166.0
2019-01-25,'002788,ÿ—‡“Ω“©,13.15,13.2,12.9,12.93,12.92,0.23,1.7802,1.2263,1361553,17844726.14,2528129580.0,1460020830.0
2019-01-24,'002788,ÿ—‡“Ω“©,12.92,13.02,12.86,12.94,12.97,-0.05,-0.3855,0.5223,579950,7503767.5,2483911344.0,1434484344.0
2019-01-23,'002788,ÿ—‡“Ω“©,12.97,12.99,12.83,12.83,12.92,0.05,0.387,0.5571,618550,7999111.5,2493524004.0,1440035754.0
2019-01-22,'002788,ÿ—‡“Ω“©,12.92,13.18,12.86,13.16,13.14,-0.22,-1.6743,0.7653,849750,11063463.65,2483911344.0,1434484344.0
2019-01-21,'002788,ÿ—‡“Ω“©,13.14,13.31,13.04,13.04,13.12,0.02,0.1524,0.8015,889870,11745515.0,2526207048.0,1458910548.0
2019-01-18,'002788,ÿ—‡“Ω“©,13.12,13.14,12.9,12.92,12.95,0.17,1.3127,0.6458,717017,9355872.31,2522361984.0,1456689984.0
2019-01-17,'002788,ÿ—‡“Ω“©,12.95,13.2,12.9,13.14,13.2,-0.25,-1.8939,0.5934,658850,8591620.0,2489678940.0,1437815190.0
2019-01-16,'002788,ÿ—‡“Ω“©,13.2,13.3,13.14,13.26,13.19,0.01,0.0758,0.4983,553200,7308771.0,2537742240.0,1465572240.0
2019-01-15,'002788,ÿ—‡“Ω“©,13.19,13.22,12.91,13.03,13.02,0.17,1.3057,0.6963,773073,10135429.71,2535819708.0,1464461958.0
2019-01-14,'002788,ÿ—‡“Ω“©,13.02,13.16,12.97,13.1,13.07,-0.05,-0.3826,0.5651,627414,8192671.19,2503136664.0,1445587164.0
2019-01-11,'002788,ÿ—‡“Ω“©,13.07,13.2,12.99,13.08,13.02,0.05,0.384,0.4482,497667,6506912.82,2512749324.0,1451138574.0
2019-01-10,'002788,ÿ—‡“Ω“©,13.02,13.09,12.96,13.02,13.05,-0.03,-0.2299,0.4731,525250,6845616.5,2503136664.0,1445587164.0
2019-01-09,'002788,ÿ—‡“Ω“©,13.05,13.31,12.91,12.97,12.97,0.08,0.6168,1.0447,1159914,15236312.56,2508904260.0,1448918010.0
2019-01-08,'002788,ÿ—‡“Ω“©,12.97,13.06,12.88,12.9,12.94,0.03,0.2318,0.8029,891410,11575076.48,2493524004.0,1440035754.0
2019-01-07,'002788,ÿ—‡“Ω“©,12.94,13.06,12.77,12.95,12.85,0.09,0.7004,0.8949,993578,12835480.73,2487756408.0,1436704908.0
2019-01-04,'002788,ÿ—‡“Ω“©,12.85,12.85,12.5,12.5,12.65,0.2,1.581,0.8805,977619,12424040.15,2470453620.0,1426712370.0
2019-01-03,'002788,ÿ—‡“Ω“©,12.65,12.82,12.3,12.42,12.38,0.27,2.1809,1.0486,1164274,14722667.47,2432002980.0,1404506730.0
2019-01-02,'002788,ÿ—‡“Ω“©,12.38,12.84,12.27,12.64,12.62,-0.24,-1.9017,0.8311,922715,11529181.31,2380094616.0,1374529116.0
2018-12-28,'002788,ÿ—‡“Ω“©,12.62,12.77,12.5,12.56,12.52,0.1,0.7987,0.5132,569811,7204577.74,2426235384.0,1401175884.0
