»’∆⁄,π…∆±¥˙¬Î,√˚≥∆, ’≈Ãº€,◊Ó∏ﬂº€,◊ÓµÕº€,ø™≈Ãº€,«∞ ’≈Ã,’«µ¯∂Ó,’«µ¯∑˘,ªª ÷¬ ,≥…Ωª¡ø,≥…ΩªΩ∂Ó,◊‹ –÷µ,¡˜Õ® –÷µ
2019-04-10,'002773,øµ∫Î“©“µ,50.8,51.97,50.34,50.34,51.24,-0.44,-0.8587,0.2776,1864943,95244621.45,34215663344.0,34131361861.6
2019-04-09,'002773,øµ∫Î“©“µ,51.24,51.5,49.6,50.45,50.44,0.8,1.586,0.3131,2103332,106910584.28,34512019483.2,34426987830.5
2019-04-08,'002773,øµ∫Î“©“µ,50.44,53.79,50.0,53.79,52.85,-2.41,-4.5601,0.4312,2897140,146976657.5,33973190139.2,33889486068.9
2019-04-04,'002773,øµ∫Î“©“µ,52.85,54.17,52.01,52.99,52.68,0.17,0.3227,0.1912,1284404,68024756.32,35596413538.0,35508710125.7
2019-04-03,'002773,øµ∫Î“©“µ,52.68,53.53,52.26,52.81,53.07,-0.39,-0.7349,0.159,1068407,56481957.21,35481912302.4,35394491001.4
2019-04-02,'002773,øµ∫Î“©“µ,53.07,53.57,52.51,53.25,53.21,-0.14,-0.2631,0.1767,1187399,63043981.55,35744591607.6,35656523110.1
2019-04-01,'002773,øµ∫Î“©“µ,53.21,53.75,50.51,51.3,50.92,2.29,4.4973,0.2918,1960831,103628216.63,35838886742.8,35750585918.4
2019-03-29,'002773,øµ∫Î“©“µ,50.92,51.0,48.95,49.98,49.68,1.24,2.496,0.2534,1702337,85759639.2,34296487745.6,34211987125.8
2019-03-28,'002773,øµ∫Î“©“µ,49.68,51.28,49.21,51.28,50.66,-0.98,-1.9345,0.2558,1718760,85628970.78,33461302262.4,33378859395.4
2019-03-27,'002773,øµ∫Î“©“µ,50.66,51.5,48.53,49.12,48.67,1.99,4.0888,0.3748,2518178,126659845.16,34121368208.8,34037299053.3
2019-03-26,'002773,øµ∫Î“©“µ,48.67,50.21,48.41,49.27,49.45,-0.78,-1.5774,0.1965,1320352,64758023.2,32781030215.6,32700263421.3
2019-03-25,'002773,øµ∫Î“©“µ,49.45,50.59,48.8,49.88,49.94,-0.49,-0.9812,0.3091,2076821,103370796.79,33306388826.0,33224327638.9
2019-03-22,'002773,øµ∫Î“©“µ,49.94,50.76,48.85,50.04,50.0,-0.06,-0.12,0.3601,2419436,119753266.89,33636421799.2,33553547467.9
2019-03-21,'002773,øµ∫Î“©“µ,50.0,50.6,49.0,49.96,49.43,0.57,1.1531,0.2708,1819511,90774350.86,33676834000.0,33593860100.0
2019-03-20,'002773,øµ∫Î“©“µ,49.43,50.87,47.95,50.87,50.95,-1.52,-2.9833,0.5034,3382210,166869705.14,33292918092.4,33210890094.9
2019-03-19,'002773,øµ∫Î“©“µ,50.95,52.35,49.78,51.77,51.76,-0.81,-1.5649,0.4045,2717780,137710623.51,34316693846.0,34232143441.9
2019-03-18,'002773,øµ∫Î“©“µ,51.76,51.84,48.02,48.48,48.83,2.93,6.0004,0.4923,3307795,167915613.42,34862258556.8,34776363975.5
2019-03-15,'002773,øµ∫Î“©“µ,48.83,49.22,46.9,47.5,47.58,1.25,2.6272,0.4507,3028037,146493191.44,32888796084.4,32807763773.7
2019-03-14,'002773,øµ∫Î“©“µ,47.58,49.0,46.75,47.98,48.1,-0.52,-1.0811,0.3356,2254968,108009675.25,32046875234.4,31967917271.2
2019-03-13,'002773,øµ∫Î“©“µ,48.1,49.54,46.98,47.08,47.08,1.02,2.1665,0.6092,4092955,198754497.81,32397114308.0,32317293416.2
2019-03-12,'002773,øµ∫Î“©“µ,47.08,47.99,46.0,46.4,45.0,2.08,4.6222,0.6802,4570180,214605541.64,31710106894.4,31631978670.2
2019-03-11,'002773,øµ∫Î“©“µ,45.0,45.11,42.23,42.26,42.3,2.7,6.383,0.5461,3669041,162051190.85,30309150600.0,30234474090.0
2019-03-08,'002773,øµ∫Î“©“µ,42.3,43.49,42.01,43.0,43.28,-0.98,-2.2643,0.4106,2758670,118308566.37,28490601564.0,28420405644.6
2019-03-07,'002773,øµ∫Î“©“µ,43.28,45.19,42.68,43.9,43.6,-0.32,-0.7339,0.6149,4131442,181279678.25,29150667510.4,29078845302.6
2019-03-06,'002773,øµ∫Î“©“µ,43.6,44.0,42.81,43.95,43.76,-0.16,-0.3656,0.6072,4079525,177313701.68,29366199248.0,29293846007.2
2019-03-05,'002773,øµ∫Î“©“µ,43.76,44.53,42.71,43.4,42.71,1.05,2.4584,0.991,6658342,291128808.46,29473965116.8,29401346359.5
