»’∆⁄,π…∆±¥˙¬Î,√˚≥∆, ’≈Ãº€,◊Ó∏ﬂº€,◊ÓµÕº€,ø™≈Ãº€,«∞ ’≈Ã,’«µ¯∂Ó,’«µ¯∑˘,ªª ÷¬ ,≥…Ωª¡ø,≥…ΩªΩ∂Ó,◊‹ –÷µ,¡˜Õ® –÷µ
2019-04-10,'300413,√¢π˚≥¨√Ω,43.54,45.66,43.06,44.55,44.38,-0.84,-1.8927,1.9722,4056300,177642608.4,43105623973.7,8955244850.72
2019-04-09,'300413,√¢π˚≥¨√Ω,44.38,45.5,42.22,42.48,42.4,1.98,4.6698,2.7987,5756408,254076134.42,43937243728.8,9128014847.84
2019-04-08,'300413,√¢π˚≥¨√Ω,42.4,45.77,42.32,45.06,45.06,-2.66,-5.9032,3.8711,7961989,344800845.73,41976997163.2,8720771283.2
2019-04-04,'300413,√¢π˚≥¨√Ω,45.06,45.98,43.1,43.35,44.5,0.56,1.2584,2.9511,6069726,273273015.78,44610459721.1,9267876274.08
2019-04-03,'300413,√¢π˚≥¨√Ω,44.5,45.6,43.6,45.3,45.66,-1.16,-2.5405,3.2875,6761674,299072086.7,44056046551.0,9152696276.0
2019-04-02,'300413,√¢π˚≥¨√Ω,45.66,47.59,45.28,47.59,46.53,-0.87,-1.8698,2.4173,4971864,228468887.83,45204473831.9,9391283414.88
2019-04-01,'300413,√¢π˚≥¨√Ω,46.53,46.87,44.47,44.47,44.3,2.23,5.0339,2.5608,5267091,242179225.66,46065794292.5,9570223769.04
2019-03-29,'300413,√¢π˚≥¨√Ω,44.3,45.45,43.6,44.11,43.65,0.65,1.4891,1.8879,3883033,173009146.17,43858041847.4,9111560562.4
2019-03-28,'300413,√¢π˚≥¨√Ω,43.65,45.45,43.36,45.45,44.77,-1.12,-2.5017,1.4836,3051531,134809241.29,43214526560.7,8977869493.2
2019-03-27,'300413,√¢π˚≥¨√Ω,44.77,45.8,44.14,44.64,44.0,0.77,1.75,1.9906,4094158,183953856.6,44323352900.9,9208229489.36
2019-03-26,'300413,√¢π˚≥¨√Ω,44.0,46.6,43.9,46.25,45.82,-1.82,-3.9721,2.1782,4480094,201276388.68,43561034792.0,9049856992.0
2019-03-25,'300413,√¢π˚≥¨√Ω,45.82,47.28,45.4,46.25,46.95,-1.13,-2.4068,2.1832,4490461,206971324.35,45362877594.8,9424191985.76
2019-03-22,'300413,√¢π˚≥¨√Ω,46.95,47.84,45.93,47.29,47.31,-0.36,-0.7609,1.7707,3642021,170391793.9,46481604170.1,9656608767.6
2019-03-21,'300413,√¢π˚≥¨√Ω,47.31,49.8,46.85,46.85,47.6,-0.29,-0.6092,2.7084,5570543,267924651.02,46838012636.6,9730653052.08
2019-03-20,'300413,√¢π˚≥¨√Ω,47.6,49.95,46.1,49.9,50.6,-3.0,-5.9289,4.0779,8387292,398197253.61,47125119456.8,9790299836.8
2019-03-19,'300413,√¢π˚≥¨√Ω,50.6,50.85,47.79,48.5,48.62,1.98,4.0724,3.783,7780908,385503341.35,50095190010.8,10407335540.8
2019-03-18,'300413,√¢π˚≥¨√Ω,48.62,48.7,45.96,47.0,47.0,1.62,3.4468,3.0917,6358863,302299652.29,48134943445.2,10000091976.2
2019-03-15,'300413,√¢π˚≥¨√Ω,47.0,48.2,45.5,48.1,48.02,-1.02,-2.1241,3.0027,6175928,288370275.9,46531105346.0,9666892696.0
