ÈÕÆÚ,¹ÉÆ±´úÂë,Ãû³Æ,ÊÕÅÌ¼Û,×î¸ß¼Û,×îµÍ¼Û,¿ªÅÌ¼Û,Ç°ÊÕÅÌ,ÕÇµø¶î,ÕÇµø·ù,»»ÊÖÂÊ,³É½»Á¿,³É½»½ð¶î,×ÜÊÐÖµ,Á÷Í¨ÊÐÖµ
2019-04-10,'603039,·ºÎ¢ÍøÂç,94.1,96.49,93.66,96.49,96.77,-2.67,-2.7591,0.9067,361761,34209695.0,9646105557.2,3754665280.0
2019-04-09,'603039,·ºÎ¢ÍøÂç,96.77,97.88,95.3,95.95,97.08,-0.31,-0.3193,1.2448,496702,47930697.0,9919804832.84,3861200416.0
2019-04-08,'603039,·ºÎ¢ÍøÂç,97.08,101.07,95.77,98.59,98.72,-1.64,-1.6613,1.7837,711705,70177958.0,9951582651.36,3873569664.0
2019-04-04,'603039,·ºÎ¢ÍøÂç,98.72,105.8,98.02,104.9,105.13,-6.41,-6.0972,3.1208,1245241,124749010.0,10119697562.2,3939006976.0
2019-04-03,'603039,·ºÎ¢ÍøÂç,105.13,106.8,104.0,106.8,106.28,-1.15,-1.082,0.8772,350020,36729219.0,10776780842.0,4194771104.0
2019-04-02,'603039,·ºÎ¢ÍøÂç,106.28,107.79,105.0,107.2,107.08,-0.8,-0.7471,1.1419,455646,48429715.0,10894666297.8,4240657024.0
2019-04-01,'603039,·ºÎ¢ÍøÂç,107.08,111.04,102.65,104.0,103.9,3.18,3.0606,1.6433,655675,69406511.0,10976673571.4,4272577664.0
2019-03-29,'603039,·ºÎ¢ÍøÂç,103.9,104.18,98.21,100.02,98.67,5.23,5.3005,1.3487,538147,54994127.0,10650694658.8,4145693120.0
2019-03-28,'603039,·ºÎ¢ÍøÂç,98.67,100.98,96.44,99.83,99.2,-0.53,-0.5343,0.6362,253834,24902974.0,10114572107.6,3937011936.0
2019-03-27,'603039,·ºÎ¢ÍøÂç,99.2,99.2,96.0,96.94,96.98,2.22,2.2891,0.6959,277662,27201998.0,10168901926.4,3958159360.0
2019-03-26,'603039,·ºÎ¢ÍøÂç,96.98,102.25,96.9,101.34,101.27,-4.29,-4.2362,1.2812,511190,50394803.0,9941331742.16,3869579584.0
2019-03-25,'603039,·ºÎ¢ÍøÂç,101.27,103.5,98.03,99.0,99.0,2.27,2.2929,1.1897,474700,47752305.0,10381095746.8,4040754016.0
2019-03-22,'603039,·ºÎ¢ÍøÂç,99.0,99.45,96.56,98.19,97.83,1.17,1.196,0.6143,245116,24057743.0,10148400108.0,3950179200.0
2019-03-21,'603039,·ºÎ¢ÍøÂç,97.83,98.88,95.58,96.34,96.36,1.47,1.5255,0.9339,372642,36528388.0,10028464470.4,3903495264.0
2019-03-20,'603039,·ºÎ¢ÍøÂç,96.36,96.5,92.28,95.0,95.1,1.26,1.3249,0.8068,321924,30399945.0,9877776105.12,3844841088.0
2019-03-19,'603039,·ºÎ¢ÍøÂç,95.1,98.18,94.05,94.39,93.91,1.19,1.2672,1.2432,496064,47713849.0,9748614649.2,3794566080.0
2019-03-18,'603039,·ºÎ¢ÍøÂç,93.91,94.0,90.44,91.33,91.67,2.24,2.4435,0.9929,396159,36731020.0,9626628829.72,3747084128.0
2019-03-15,'603039,·ºÎ¢ÍøÂç,91.67,94.19,91.25,93.02,93.06,-1.39,-1.4937,0.7026,280330,25830400.0,9397008463.64,3657706336.0
2019-03-14,'603039,·ºÎ¢ÍøÂç,93.06,93.2,88.94,92.77,91.5,1.56,1.7049,1.2121,483640,44194319.0,9539496101.52,3713168448.0
2019-03-13,'603039,·ºÎ¢ÍøÂç,91.5,97.5,91.0,95.4,94.08,-2.58,-2.7423,1.4689,586116,55273675.0,9379581918.0,3650923200.0
2019-03-12,'603039,·ºÎ¢ÍøÂç,94.08,95.58,90.29,90.29,90.1,3.98,4.4173,1.6087,641872,60248478.0,9644055375.36,3753867264.0
2019-03-11,'603039,·ºÎ¢ÍøÂç,90.1,91.0,85.78,87.0,86.65,3.45,3.9815,1.1171,445746,39071178.0,9236069189.2,3595062080.0
2019-03-08,'603039,·ºÎ¢ÍøÂç,86.65,92.24,86.31,89.7,91.15,-4.5,-4.9369,1.4691,586173,52491675.0,8882412821.8,3457404320.0
2019-03-07,'603039,·ºÎ¢ÍøÂç,91.15,91.64,87.31,88.88,88.95,2.2,2.4733,1.844,735770,66428734.0,9343703735.8,3636957920.0
2019-03-06,'603039,·ºÎ¢ÍøÂç,88.95,91.8,87.0,90.1,89.2,-0.25,-0.2803,1.1946,476670,42400595.0,9118183733.4,3549176160.0
2019-03-05,'603039,·ºÎ¢ÍøÂç,89.2,90.05,88.26,88.98,88.63,0.57,0.6431,0.8628,344279,30699347.0,9144735118.4,3559151360.0
2019-03-04,'603039,·ºÎ¢ÍøÂç,88.63,91.0,88.46,88.5,88.21,0.42,0.4761,1.0767,429626,38524346.0,9086299030.76,3536407904.0
2019-03-01,'603039,·ºÎ¢ÍøÂç,88.21,90.0,85.8,88.1,88.72,-0.51,-0.5748,1.6629,663513,57845265.0,9043240860.92,3519649568.0
2019-02-28,'603039,·ºÎ¢ÍøÂç,88.72,89.7,86.84,86.9,87.37,1.35,1.5452,0.7225,288292,25492096.0,9095525781.44,3539998976.0
2019-02-27,'603039,·ºÎ¢ÍøÂç,87.37,88.0,86.81,87.03,87.35,0.02,0.0229,1.2332,492048,43059379.0,8957124521.24,3486132896.0
2019-02-26,'603039,·ºÎ¢ÍøÂç,87.35,89.0,87.03,89.0,89.9,-2.55,-2.8365,2.3998,957524,84270665.0,8955074132.2,3485334880.0
2019-02-25,'603039,·ºÎ¢ÍøÂç,89.9,95.15,87.0,89.88,86.5,3.4,3.9306,3.1857,1271129,113904611.0,9216498734.8,3587081920.0
2019-02-22,'603039,·ºÎ¢ÍøÂç,86.5,87.2,83.79,86.03,86.95,-0.45,-0.5175,0.6404,255528,21921681.0,8867932598.0,3451419200.0
2019-02-21,'603039,·ºÎ¢ÍøÂç,86.95,88.15,84.13,85.1,85.1,1.85,2.1739,0.5342,213168,18435658.0,8914066351.4,3469374560.0
2019-02-20,'603039,·ºÎ¢ÍøÂç,85.1,85.8,83.0,83.7,83.0,2.1,2.5301,0.6396,255192,21638852.0,8724405365.2,3395558080.0
2019-02-19,'603039,·ºÎ¢ÍøÂç,83.0,87.44,83.0,84.55,84.56,-1.56,-1.8448,0.6761,269787,22785540.0,8509114516.0,3311766400.0
2019-02-18,'603039,·ºÎ¢ÍøÂç,84.56,84.97,82.17,83.25,83.25,1.31,1.5736,0.3627,144709,12133555.0,8669044861.12,3374011648.0
2019-02-15,'603039,·ºÎ¢ÍøÂç,83.25,84.9,81.07,81.61,82.2,1.05,1.2774,0.6234,248733,20762944.0,8534744379.0,3321741600.0
2019-02-14,'603039,·ºÎ¢ÍøÂç,82.2,82.4,79.05,80.3,80.3,1.9,2.3661,0.6087,242862,19692351.0,8427098954.4,3279845760.0
2019-02-13,'603039,·ºÎ¢ÍøÂç,80.3,80.75,78.28,79.25,79.97,0.33,0.4127,0.7744,308996,24595140.0,8232311995.6,3204034240.0
2019-02-12,'603039,·ºÎ¢ÍøÂç,79.97,81.5,78.26,78.26,78.22,1.75,2.2373,0.364,145220,11608759.0,8198480576.44,3190866976.0
2019-02-11,'603039,·ºÎ¢ÍøÂç,78.22,78.7,76.66,77.77,76.97,1.25,1.624,0.3054,121872,9487270.0,8019071535.44,3121040576.0
2019-02-01,'603039,·ºÎ¢ÍøÂç,76.97,77.28,76.04,76.04,76.02,0.95,1.2497,0.3414,136233,10475438.0,7890922220.44,3071164576.0
