»’∆⁄,π…∆±¥˙¬Î,√˚≥∆, ’≈Ãº€,◊Ó∏ﬂº€,◊ÓµÕº€,ø™≈Ãº€,«∞ ’≈Ã,’«µ¯∂Ó,’«µ¯∑˘,ªª ÷¬ ,≥…Ωª¡ø,≥…ΩªΩ∂Ó,◊‹ –÷µ,¡˜Õ® –÷µ
2019-04-10,'300602,∑…»Ÿ¥Ô,42.3,42.98,40.88,42.28,42.49,-0.19,-0.4472,3.4137,2116485,88950482.95,8637490800.0,2622600000.0
2019-04-09,'300602,∑…»Ÿ¥Ô,42.49,43.2,42.07,42.22,42.15,0.34,0.8066,3.3055,2049420,87373888.15,8676288040.0,2634380000.0
2019-04-08,'300602,∑…»Ÿ¥Ô,42.15,43.53,41.8,43.1,43.51,-1.36,-3.1257,4.1663,2583088,110016437.62,8606861400.0,2613300000.0
2019-04-04,'300602,∑…»Ÿ¥Ô,43.51,44.4,43.13,44.4,44.05,-0.54,-1.2259,3.582,2220839,96548612.41,8884567960.0,2697620000.0
2019-04-03,'300602,∑…»Ÿ¥Ô,44.05,44.65,43.04,44.3,44.85,-0.8,-1.7837,6.0178,3731039,162946489.23,8994833800.0,2731100000.0
2019-04-02,'300602,∑…»Ÿ¥Ô,44.85,45.7,44.35,44.72,44.7,0.15,0.3356,6.1526,3814620,172077999.0,9158190600.0,2780700000.0
2019-04-01,'300602,∑…»Ÿ¥Ô,44.7,45.38,43.0,43.0,43.1,1.6,3.7123,7.9146,4907081,216991962.3,9127561200.0,2771400000.0
2019-03-29,'300602,∑…»Ÿ¥Ô,43.1,43.44,40.87,42.53,42.3,0.8,1.8913,6.7897,4209597,178404396.76,8800847600.0,2672200000.0
2019-03-28,'300602,∑…»Ÿ¥Ô,42.3,44.47,42.09,42.5,43.06,-0.76,-1.765,5.1536,3195241,137907534.9,8637490800.0,2622600000.0
2019-03-27,'300602,∑…»Ÿ¥Ô,43.06,44.18,41.91,44.0,43.71,-0.65,-1.4871,5.9639,3697619,158411731.14,8792679760.0,2669720000.0
2019-03-26,'300602,∑…»Ÿ¥Ô,43.71,46.2,43.43,45.7,45.82,-2.11,-4.605,6.065,3760311,167213650.13,8925407160.0,2710020000.0
2019-03-25,'300602,∑…»Ÿ¥Ô,45.82,47.48,45.59,45.7,46.84,-1.02,-2.1776,4.8227,2990085,138446873.23,9356260720.0,2840840000.0
2019-03-22,'300602,∑…»Ÿ¥Ô,46.84,47.29,44.33,45.89,45.88,0.96,2.0924,7.0008,4340481,198280564.9,9564540640.0,2904080000.0
2019-03-21,'300602,∑…»Ÿ¥Ô,45.88,46.37,45.4,46.3,46.01,-0.13,-0.2825,5.2446,3251638,149234627.54,9368512480.0,2844560000.0
2019-03-20,'300602,∑…»Ÿ¥Ô,46.01,46.98,44.0,46.05,46.6,-0.59,-1.2661,6.6254,4107768,186658540.9,9395057960.0,2852620000.0
2019-03-19,'300602,∑…»Ÿ¥Ô,46.6,47.5,45.5,47.5,46.25,0.35,0.7568,7.1422,4428144,204963349.6,9515533600.0,2889200000.0
2019-03-18,'300602,∑…»Ÿ¥Ô,46.25,47.5,44.03,44.97,44.85,1.4,3.1215,9.462,5866444,269001137.17,9444065000.0,2867500000.0
2019-03-15,'300602,∑…»Ÿ¥Ô,44.85,45.0,40.9,41.92,41.75,3.1,7.4251,10.9299,6776560,290603580.75,9158190600.0,2780700000.0
2019-03-14,'300602,∑…»Ÿ¥Ô,41.75,41.98,40.55,41.06,41.1,0.65,1.5815,5.0438,3127170,129146102.21,8525183000.0,2588500000.0
2019-03-13,'300602,∑…»Ÿ¥Ô,41.1,42.68,41.02,42.68,42.65,-1.55,-3.6342,6.2294,3862226,161936414.15,8392455600.0,2548200000.0
2019-03-12,'300602,∑…»Ÿ¥Ô,42.65,43.95,41.73,43.68,43.05,-0.4,-0.9292,9.3844,5818342,249642240.93,8708959400.0,2644300000.0
2019-03-11,'300602,∑…»Ÿ¥Ô,43.05,43.87,39.88,40.14,40.04,3.01,7.5175,9.4107,5834631,242572271.33,8790637800.0,2669100000.0
2019-03-08,'300602,∑…»Ÿ¥Ô,40.04,42.0,38.59,39.0,40.37,-0.33,-0.8174,8.9529,5550782,225725159.32,8176007840.0,2482480000.0
2019-03-07,'300602,∑…»Ÿ¥Ô,40.37,41.49,39.72,41.3,41.3,-0.93,-2.2518,8.8734,5501537,222577034.08,8243392520.0,2502940000.0
2019-03-06,'300602,∑…»Ÿ¥Ô,41.3,42.49,40.4,41.5,41.44,-0.14,-0.3378,7.8765,4883408,200977136.56,8433294800.0,2560600000.0
2019-03-05,'300602,∑…»Ÿ¥Ô,41.44,41.69,39.81,40.4,40.21,1.23,3.0589,8.3691,5188812,212913975.03,8461882240.0,2569280000.0
2019-03-04,'300602,∑…»Ÿ¥Ô,40.21,41.75,39.91,39.91,39.9,0.31,0.7769,8.4148,5217160,212764400.87,8210721160.0,2493020000.0
2019-03-01,'300602,∑…»Ÿ¥Ô,39.9,41.05,39.5,40.78,40.57,-0.67,-1.6515,5.169,3204762,127664765.8,8147420400.0,2473800000.0
2019-02-28,'300602,∑…»Ÿ¥Ô,40.57,41.36,39.75,39.75,40.48,0.09,0.2223,4.9729,3083192,125612672.44,8284231720.0,2515340000.0
2019-02-27,'300602,∑…»Ÿ¥Ô,40.48,44.14,39.79,43.13,41.1,-0.62,-1.5085,10.8892,6751298,282075336.23,8265854080.0,2509760000.0
2019-02-26,'300602,∑…»Ÿ¥Ô,41.1,41.59,39.98,41.0,41.72,-0.62,-1.4861,8.9366,5540670,226195907.84,8392455600.0,2548200000.0
2019-02-25,'300602,∑…»Ÿ¥Ô,41.72,42.2,39.0,40.81,38.38,3.34,8.7024,12.4063,7691884,312640971.58,8519057120.0,2586640000.0
2019-02-22,'300602,∑…»Ÿ¥Ô,38.38,38.5,36.51,36.51,36.93,1.45,3.9263,8.2099,5090134,193079106.04,7837042480.0,2379560000.0
2019-02-21,'300602,∑…»Ÿ¥Ô,36.93,38.82,36.3,36.35,36.3,0.63,1.7355,10.3978,6446640,241588080.33,7540958280.0,2289660000.0
2019-02-20,'300602,∑…»Ÿ¥Ô,36.3,36.62,35.5,36.62,36.65,-0.35,-0.955,5.1574,3197587,115351795.44,7412314800.0,2250600000.0
