»’∆⁄,π…∆±¥˙¬Î,√˚≥∆, ’≈Ãº€,◊Ó∏ﬂº€,◊ÓµÕº€,ø™≈Ãº€,«∞ ’≈Ã,’«µ¯∂Ó,’«µ¯∑˘,ªª ÷¬ ,≥…Ωª¡ø,≥…ΩªΩ∂Ó,◊‹ –÷µ,¡˜Õ® –÷µ
2019-04-10,'300595,≈∑∆’øµ ”,57.08,57.24,54.82,55.06,55.47,1.61,2.9025,2.2654,3122613,176508082.88,12807276824.5,7867762102.64
2019-04-09,'300595,≈∑∆’øµ ”,55.47,55.98,54.6,55.0,55.0,0.47,0.8545,1.9629,2705571,149619769.08,12446034433.3,7645843795.26
2019-04-08,'300595,≈∑∆’øµ ”,55.0,56.37,54.32,56.31,56.89,-1.89,-3.3222,3.2,4410781,242761437.66,12340578580.0,7581060190.0
2019-04-04,'300595,≈∑∆’øµ ”,56.89,57.56,54.56,57.55,57.0,-0.11,-0.193,3.375,4652059,259660130.44,12764645734.8,7841572985.62
2019-04-03,'300595,≈∑∆’øµ ”,57.0,60.0,56.5,60.0,61.2,-4.2,-6.8627,4.0159,5535458,318147906.43,12789326892.0,7856735106.0
2019-04-02,'300595,≈∑∆’øµ ”,61.2,61.8,59.16,60.0,60.5,0.7,1.157,1.7874,2463774,148435036.58,13731698347.2,8435652429.6
2019-04-01,'300595,≈∑∆’øµ ”,60.5,61.33,57.58,58.27,58.27,2.23,3.827,1.8139,2500263,149390604.64,13574636438.0,8339166209.0
2019-03-29,'300595,≈∑∆’øµ ”,58.27,59.3,54.8,55.2,54.8,3.47,6.3321,1.9376,2670711,153230241.2,13074282070.1,8031788677.66
2019-03-28,'300595,≈∑∆’øµ ”,54.8,56.49,54.8,55.88,56.19,-1.39,-2.4737,1.332,1835949,101874055.51,12295703748.8,7553492698.4
2019-03-27,'300595,≈∑∆’øµ ”,56.19,56.2,52.36,53.4,53.0,3.19,6.0189,2.4568,3386361,186453951.39,12607583825.6,7745086765.02
2019-03-26,'300595,≈∑∆’øµ ”,53.0,54.66,52.06,52.06,52.4,0.6,1.145,2.1019,2897186,155361754.77,11891830268.0,7305385274.0
2019-03-25,'300595,≈∑∆’øµ ”,52.4,55.0,51.4,51.47,51.99,0.41,0.7886,2.4276,3346176,177718761.95,11757205774.4,7222682799.2
2019-03-22,'300595,≈∑∆’øµ ”,51.99,52.5,50.85,51.67,51.55,0.44,0.8535,1.8874,2601578,134654388.33,11665212370.4,7166169441.42
